puzzle,solution,difficulty,difficulty_level
020000095005000000081300020508409210000018030034000008600170840810504600097020150,326781495745962381981345726568439217279618534134257968652173849813594672497826153,46,Medium
630509047007004001800310059379052108082000074400100293005040700208030915700095480,631529847597684321824317659379452168182963574456178293965841732248736915713295486,37,Very Easy
008200000703000450090001603300002000604003007020470506000007009207010000050024010,468235971713986452592741683375162894684593127129478536831657249247819365956324718,51,Hard
061000050587000204340800000000900705050000480026004093090031540100200600000040021,961427358587396214342815976413982765759163482826574193298631547174258639635749821,48,Medium
098004560705300090600980300270056003080070000000293000130520080000000007802607059,398714562715362894624985371271856943983471625456293718137529486569148237842637159,46,Medium
000901000006040001190360205000093600304070012079400050900000030003004009005209068,457921386236548791198367245521893674384675912679412853942186537863754129715239468,48,Medium
008400009940000070002001600123705006006000400790036020830264750200050000000000390,658473219941628573372591648123745986586912437794836125839264751217359864465187392,48,Medium
800002100009000000700050390000680000200003078010020030602900040087001009900000000,835492167129376584764158392473689215296513478518724936652937841387241659941865723,55,Expert
009000700527930184013287609300600000046000201000000005060040800002398040800160000,689514732527936184413287659351629478746853291298471365965742813172398546834165927,46,Medium
009057061040806020010090000001380006408009002000005470094002000170900000000061004,289457361345816729617293845721384596458679132963125478894532617176948253532761984,50,Hard
950486001031050264047010098073004025000700300000593817000038000005279080308645072,952486731831957264647312598173864925589721346264593817726138459415279683398645172,37,Very Easy
008053000620900003000700940146835092200001038800009061780300029900002075312007600,498653217627914853531728946146835792279461538853279461785346129964182375312597684,41,Very Easy
609400050415000280020006094000001009040863017030009008007920300503610900200005000,679482153415397286328156794856271439942863517731549628167928345583614972294735861,46,Medium
300010006200036007050000000168920000592000000070001020940060200037040100600800040,389712456214536897756498312168925734592374681473681529945163278837249165621857943,51,Hard
900000000060174059007000108000940062000000000000002700530000900600080000290706830,915238647862174359347695128183947562729563481456812793538421976674389215291756834,54,Expert
073000000950200004006930080005320106309010207021750830030080002007400013002000008,173648925958271364246935781785329146369814257421756839534187692897462513612593478,46,Medium
140000050070920800060100379006000020924007000500260791090602105632701908801409267,149873652375926814268145379716598423924317586583264791497682135632751948851439267,38,Very Easy
000830600540006300602010000319050200000069700000000089000240030005300006200000000,197832645548976312632514897319758264824169753756423189961247538475381926283695471,54,Expert
000000005005081239000503040276090310008007900000204578100750093803042061697108450,432679185765481239981523647276895314548317926319264578124756893853942761697138452,39,Very Easy
380090250000070030700004000079006000030500094018000005100800600046900800090060000,384691257961275438725384916579436182632518794418729365153847629246953871897162543,53,Hard
080704900097010864400059100615300048309040610820600030700025090006430080201080350,183764925597213864462859173615392748379548612824671539738125496956437281241986357,39,Very Easy
040200076008700003000608105005004000860139500009570200006007000000050030020001708,541293876698715423273648195715824369862139547439576281356487912187952634924361758,50,Hard
000400003070009040093782000540017320068000700000004080080500007605000000700003800,852461973176359248493782651549817326368295714217634589984526137635178492721943865,52,Hard
380760502002395180016800007040006003000130694900000050001009070090003018020400309,389761542472395186516842937147956823258137694963284751831629475694573218725418369,44,Easy
008900000904000005527000608200000000045009030000304007102005960000610700700002803,368957241914826375527143698273561489845279136691384527182735964439618752756492813,51,Hard
806014005795060314004030068051390080000180040020700039002079800060000071000000200,836914725795268314214537968451392687973186542628745139142679853569823471387451296,45,Easy
010800607603401809080035142006142500407000090002307008075204006060003010940006000,514829637623471859789635142896142573437568291152397468375214986268953714941786325,42,Easy
700063050000470032030001064010947000304002070070050100157008000400005308083010500,742863951561479832839521764615947283394182675278356149157238496426795318983614527,46,Medium
163000270759241600200600510025010947000007080071469050007086020302000700406730095,163895274759241638248673519625318947934527186871469352597186423382954761416732895,38,Very Easy
090000501000329468006057002082005700000041235000730980408503629630200850725908103,293486571571329468846157392382695714967841235154732986418573629639214857725968143,36,Very Easy
420700916300026000056084032503200861000510379100360425002090083000801000000030690,428753916371926548956184732593247861264518379187369425742695183639871254815432697,40,Very Easy
400003006608900000071400095030000000085040200000001004003000400900102053007060000,492853176658917342371426895234578619185649237769231584823795461946182753517364928,54,Expert
000000240020760001100054906006000005000030820230075000840197603900543080007000019,675319248429768531183254976716482395594631827238975164842197653961543782357826419,46,Medium
032690104000204000560000200056073900040960010290000008000080506080307029000006030,732695184819234657564718293156873942348962715297541368423189576681357429975426831,48,Medium
